name,ring,quadrant,isNew,description 
Retry and idempotence,adopt,techniques,FALSE,"<p> Retry is a fairly simple pattern that is useful when you get an unexpected response or no response at all. Simply, it is about the number of retries that an application can execute in order to obtain the expected response for a request. In order for the pattern to be used successfully, the retries must be able to be configured a certain number of times. It is useful when there are network problems, internal errors of the consumed server, because there are no responses or they are very slow. It is useless if the component to consume is overloaded with requests. In Bancolombia, the Retry pattern is not applied alone, it is done in conjunction with <b>Circuit Breaker</b>. It is often useful for some operations that use Retry to be idempotent. <b>Idempotency</b> is a property used in mathematics and computer science, where certain operations can be applied multiple times without changing the result after the first interaction. It is applied in scenarios where the client can make retries on the request and where these can generate untimely changes or damage. Apply Idempotence preferably in relevant operations, as this operation can add latencies, so it is not recommended in all operations. This can be done through the use of <b>idempotence http headers</b>. See the guidelines of <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/8547/Circuit-breakers-and-Fallback-strategy"">Retry</a> e <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/7826/Idempotencia""> Idempotence</a></p> "
Location Transparency,assess,techniques,FALSE,"<p>Location Transparency is a quality of a distributed systems that allows decoupling in space (see the the definition for Isolation), enabled through asynchronous message-passing, and decoupling of the runtime instances from their references. This approach is ideal for non static system topology and deployment model upfront scenarios. <br>Know more <a href=""https://www.reactivemanifesto.org/glossary#Location-Transparency"">here</a> </p>"
Fault tolerance and recovery patterns,assess,techniques,FALSE,"<p>Fault Tolerance y Recovery pattern hacen referecia a los patrones de Circuit Breaker, Fallback y Retry. Conoce más de ellos en el lineamiento sobre <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/8547/Circuit-breakers-and-Fallback-strategy"">Circuit breakers, Retry and Fallback strategy</a> </p>"
Health check/K8,adopt,techniques,FALSE,"<p> <b>Health check</b> is a pattern used to tell the system if everything is fine with an instance of the application that is deployed. To carry out this practice in Bancolombia, we rely on the capabilities provided by k8s for it, <b>Liveness</b> and <b>Readiness probes</b>, which seek to indicate if an instance is responding and when ready after getting up, respectively.</p>"
Self Healing deployments (Container orchestation),adopt,techniques,FALSE,"<p><b>Self-healing deployments</b> is a practice that guarantees the high availability of applications. To achieve a self-healing infrastructure, you need a tool that does such a job. At Bancolombia we have it and this is Kubernetes. In this case, the same tool that orchestrates the containers in the Cloud cluster is the one that acts as the curator of the deployments. The native Kubernetes container orchestrator capabilities make this possible, without requiring additional use of other Kubernetes capabilities. This is achieved with the proper configuration of the <b>deployment.yaml</b> file. However, it is possible to optimize this task with the use of the Kubernetes probes (Liveness and Readiness), thus favoring high availability and responsiveness of the applications. You can see below the practices that favor Self-healing: <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/7363/Health-Check"">Health check.</a></p> "
Concurrency safe code,adopt,techniques,FALSE,"<p> Concurrency safe code uses certain techniques to address best practices to help you write clear and correct concurrent programs. With this practice, the typical and undesirable problems of concurrent systems, with multiple threads, frequent in languages such as Java, are solved. As Bancolombia has the majority of legacy and cloud-native applications made in this concurrent language, it is necessary to specify the compliance of these techniques in the code. Some of these techniques are Stateless implementations, Immutable implementations, Atomic Variable Class, among many others, contained in the guideline of <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/8157/Concurrency-Safe-Code%E2%80%8B"">Concurrency Safe Code</a></p> "
Fault isolation / Isolate all the things - Bulkheading.,assess,techniques,FALSE,"<p>Bulkheads are used in ships to create seperate watertight compartments which serve to limit the effect of a failure - ideally preventing the ship from sinking. If water breaks through the hull in one compartment, the bulkheads prevent it from flowing into other compartments, limiting the scope of the failure. <br>This same concept is useful in the architecture of large systems for the same reason - limiting the scope of failure. <br>Know more <a href=""https://skife.org/architecture/fault-tolerance/2009/12/31/bulkheads.html"">here</a> </p>"
Traceable and observable systems / logs management (Back/front) ,assess,techniques,FALSE,"<p><b>Traceable and observable systems / logs management (Back/front) (Observability/audit))</b> help verify that developments are refined and working correctly. In addition, it helps analysts to understand any strange platform behavior and ensure that there is no failing method. Unfortunately, in many cases they fail to define and implement effective traceability, because the traces are created without following the standards, generating inconsistencies in the information recorded and, often, incomplete. <br>Learn more <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/8238/Traceable-and-observable-systems-logs-management"">aquí</a> </p>"
Fallback strategy and Circuit breakers,adopt,techniques,FALSE,"<p>The <b>Circuit Breaker</b> pattern consists of encapsulating and monitoring the requests, resulting in three phases of the circuit: open circuit (the operations are not executed and an auxiliary pattern such as fail fast or fallback is used). ), half-open circuit (temporary and periodic execution of requests) and closed circuit (all invocations to the service are executed). Fallback is a pattern that consists of looking for an alternative that processes the request successfully while the main service is not available, or returning empty information when it is optional information. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/8547/Circuit-breakers-and-Fallback-strategy"">Circuit breakers and Fallback strategy</a></p> "
Replication and redundance,assess,techniques,FALSE,"<p><strong> Redundancy:</strong> describes the fact that you have more than one node/component/process in a system and it's pretty useful for handling failovers. In the case that one of your nodes fail, another node in the system can take over and carry on. <br><strong> Replication:</strong> includes redundancy, but involves the copying of data from one node to another or the synchronization of state between nodes. An example of where replication is done is at the databases or MQs level that forms a cluster</p> "
Asynchronous and non-blocking streams,assess,techniques,FALSE,"<p>Reactor and other reactive programming frameworks offer the possibility of developing non-blocking threads on top of the JVM. When we talk about a non-blocking stream, we mean an asynchronous stream that allows efficient management of demand (backpressure) and integrates directly with the functional APIs of Java 8. <br>One of the advantages of asynchronous streams is that they do not lock the system completely but allow parallel execution of asynchronous processes. This is made possible by the Reactive Streams specification, an initiative that provides a standard for non-blocking backpressure asynchronous stream processing. <br>Learn more  <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/16136/Uso-de-Flujos-asíncronos-y-no-bloqueantes"">here�</a> </p>"
Event Sourcing,adopt,techniques,FALSE,"<p><b>Event Sourcing</b> is an architectural pattern that is responsible for capturing all the changes that may occur in the application as a sequence of events. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/10834/Event-Sourcing"">Event Sourcing</a></p> "
Event first Domain driven design,adopt,techniques,FALSE,"<p><b>Event-First Domain-driven Design (DDD)</b> refers to a set of design principles that have been used for some years and have proven to be of great utility for building large-scale distributed systems. <br>It consists of understanding the essence of a domain from the flow of data and not from isolated entities, becoming an alternative to traditional software design. This alternative seeks an interdisciplinary understanding of the problem to be solved, without focusing only on filling out templates and formats, but mainly on telling stories from a business language. <br>Learn more <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/12436/Event-First-Domain-driven-Design-(DDD)"">here�</a> </p>"
"Event Streaming Platforms (Event streams) / ""data at rest"" to ""data in motion.""",assess,techniques,FALSE,"<p> Also known as event stream processing, Data Streaming is the continuous flow of data generated by one or multiple sources of information, whose information can be stored, processed and analyzed as it is generated in real time, it must be kept in mind that the use of Data Stream implies the treatment of data by data of a set of information, instead of treating all the data at a given moment, thus making a leap from the concept of data at rest (data at rest) towards data in motion (data in motion). </p>"
Event driven architecture (Commands and Events),adopt,techniques,FALSE,"<p>When we talk about microservices architecture, we mean at a high level a set of independent modules that collaborate to achieve a larger business goal. A reactive system is a robust distributed system, for which the message-driven asynchronous communication approach is essential. The event-driven architecture paradigm is a distributed asynchronous architecture model used to produce highly scalable applications composed of single-purpose, highly decoupled event processing components that receive and process events asynchronously. The practice set forth in this definition focuses primarily on the semantics of commands and events. <br>Learn more  <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/11539/Event-driven-architecture-(Commands-and-Events)"">here�</a> </p>"
Fuctional reactive programming,adopt,techniques,FALSE,"<p>When we talk about reactive systems we refer to distributed systems with certain qualities, which although they were compiled and described concisely in the reactive systems manifesto, it does not mean that these qualities are new or previously unknown. In fact, the vast majority of its fundamental principles date back to the design and implementation of Erlang/OTP by Ericsson, whose development began in the late 1980s. <br>Reactive programming will be the basis in many contexts for improving responsiveness, facilitating the management of asynchronous flows, in addition to increasing scalability and efficiency in the use of resources.<br>In addition, to achieve a high emphasis on the maintainability and extensibility of the system, n both <b>functional programming principles and patterns</b>, as well as a disciplined separation of responsibilities and levels of abstraction in the software structure. <br>Learn more <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/13807/Foundation-Sistemas-Reactivos"">here�</a> </p>"
"Message Retry strategies: Dead letters, queue backlogs... manual message retry",assess,techniques,FALSE,"<p>When a certain action can fail and you want the system to be resilient to this particular failure, in some cases the approach should be to simply let another, higher-level component handle the failure, but in others you should enable patterns of failure. fault tolerance such as: Alternative flows (fallback), Default values in case of error, Controlled retries with an exponential 'backoff' (wait time between retries).</p>"
Elastic (Auto scale out/down) deployments -Container Orchestation,adopt,techniques,FALSE,"<p><b>Autoscale up and down</b> is a practice that seeks to autoscale Cloud-native applications. Obviously, it supports the scalability of solutions in Bancolombia. Cloud native technologies like Kubernetes allow you to build applications that adapt to changing loads. Kubernetes <b> Autoscaling </b> allows us to define a variable capacity for an application, which is not fixed, but guarantees enough capacity to handle a different load. The most direct approach to achieving such behavior is by using a <b>Horizontal Pod Autoscaler (HPA)</b> to horizontally scale the number of pods in the architecture. Find the definition in the wiki below: <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/1977/HPA-Horizontal-Pod-Autoscaling"">HPA</a></p> "
Concurrency models optimized for asynchronous and high concurrency,assess,techniques,FALSE,"<p> Concurrent programming deals with the study and development of programs that can perform several tasks at the same time. When combined with an asynchronous model, threads are not blocked, making the system more fault tolerant</p>"
Reactive programming,assess,techniques,FALSE,"<p>When we talk about reactive systems we refer to distributed systems with certain qualities, which although they were compiled and described concisely in the reactive systems manifesto, it does not mean that these qualities are new or previously unknown. In fact, the vast majority of its fundamental principles date back to the design and implementation of Erlang/OTP by Ericsson, whose development began in the late 1980s. <br>Reactive programming will be the basis in many contexts for improving responsiveness, facilitating the management of asynchronous flows, in addition to increasing scalability and efficiency in the use of resources.<br>In addition, to achieve a high emphasis on the maintainability and extensibility of the system, n both <b>functional programming principles and patterns</b>, as well as a disciplined separation of responsibilities and levels of abstraction in the software structure. <br>Learn more <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/13807/Foundation-Sistemas-Reactivos"">here�</a> </p>"
"Modern communication protocols (gRPC, Rsocket, etc..)",assess,techniques,FALSE,"<p> Communications between processes are generally implemented by passing messages with a synchronous request-response style or event-driven asynchronous styles. In the synchronous style of communication, the client process sends a request message to the server process over the network and waits for a response message. In asynchronous event-based messaging, processes communicate with asynchronous message passing through an intermediary known as an event broker. Depending on your business use case, you can select the communication pattern you want to implement: Rsocket, gRPC, GraphQL, AMQP </p>"
Database connection pool sizing,adopt,techniques,FALSE,"<p><b>Connection pool</b> or pool of connections is what is commonly known as the number of possible open connections that can be established from a backend service to a Database. It is a set of threads that have a more or less permanent connection to a database. <b>Connection Pool Sizing</b> is an important practice to carry out, since it allows objective estimation of the number of connections that can be established to a database, avoiding leaving too low default figures or discharges that threaten performance. You can see the complete guideline on<a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/9493/Connection-pool-sizing"">Connection Pool Sizing</a></p> "
End to end reactive/non-blocking flow,adopt,techniques,FALSE,"<p>Reactor and other reactive programming frameworks offer the possibility of developing non-blocking threads on top of the JVM. When we talk about a non-blocking stream, we mean an asynchronous stream that allows efficient management of demand (backpressure) and integrates directly with the functional APIs of Java 8. <br>One of the advantages of asynchronous streams is that they do not lock the system completely but allow parallel execution of asynchronous processes. This is made possible by the Reactive Streams specification, an initiative that provides a standard for non-blocking backpressure asynchronous stream processing. <br>Learn more <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/16136/Uso-de-Flujos-asíncronos-y-no-bloqueantes"">here�</a> </p>"
Declarative and functional approach,adopt,techniques,FALSE,"<p> Functional programming is more than a programming paradigm, that is, it is a way in which we can solve different problems, focusing on the What and not the How. The logic is expressed without describing flow controls; loops or conditionals</p>"
Domain centered structure,adopt,techniques,FALSE,"<p>With this practice we seek a different approach when thinking about the organization, an approach that seeks to find and define the different layers by business models rather than defining silos or pre-established layers in the organization. In turn, it is leveraged in the practice of (DDD)<a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/12436/Event-First-Domain-driven-Design-(DDD)"">Event-First Domain-driven Design</a>. Below you can learn more about: <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/12626/Domain-contexts-instead-of-Layered-Silos%E2%80%8B"">Domain-centric structure.</a></p> "
Design of APIs / Contracts defined,adopt,techniques,FALSE,"<p>The practice of <b>Design of internal APIs</b> seeks that the internal application APIs follow a standard to be designed and documented. For this, the creation of the API contract with Swagger is required, following OAS (OpenAPI Specification), which is a widely known and accepted format for designing and documenting REST APIs. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/10038/Práctica-Diseño-de-APIs-internas"">Practice Design of internal APIs</a></p> "
Functional patterns and abstractions (for reactive and non-reactive systems),adopt,techniques,FALSE,"<p>In the functional programming paradigm, functions are the basic building blocks, all values are immutable and the code is declarative, favoring the expressiveness of developments over declarations that are used in this type of language only to control the flow of programs, here we talk about pure functions, referential transparency and immutability. </p>"
Patterns and abstractions for reuse (Refactor),assess,techniques,FALSE,"<p>Patterns are considered: Currying, Closures, Tail recursion and Pattern Matching</p>"
List of code smells (clean code and Refactoring),adopt,techniques,FALSE,"<p>The <b>Listing of Code Smells</b> is achieved through static code analysis tools such as Sonar and Kiuwan; It is in these where you can see the list issued. This practice seeks that the code always contains the best practices, making it clean and encouraging the refactoring that comes to place, to achieve said clean code.</p>"
Test driven development,trial,techniques,FALSE,"<b>Test-Driven Development (TDD)</b> is based on formalizing a piece of functionality as a test, implementing the functionality such that the test passes, and iterating the process. Test-Driven Development (TDD) is a technique for building software that guides software development by writing tests. It was developed by Kent Beck in the late 1990's as part of Extreme Programming. In essence you follow three simple steps repeatedly: Write a test for the next bit of functionality you want to add; Write the functional code until the test passes; and Refactor both new and old code to make it well structured. <br>Know more <a href=""https://martinfowler.com/bliki/TestDrivenDevelopment.html"">here</a> "
Architectural Fitness Functions,adopt,techniques,FALSE,"<p>The practice of <b>Fitness Functions</b> seeks the implementation of manual or automatic processes that help ensure that developments retain the most relevant non-functional characteristics. these can be owned by the development team or they can be owned by a more transversal component that watches over the different practices in the solutions. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/10910/Fitness-Functions"">Fitness Functions</a></p> "
Bounded context as microservices,adopt,techniques,FALSE,"<p>A Bounded Context is a conceptual boundary that materializes in a software artifact: the microservice. Finding them is an interdisciplinary and objective process through which conceptual and logical limits are identified that clearly show the grouping of common functionalities. It seeks to narrow down the total scope of an application somewhat, modeling the responsibilities of the components, through a rigorous process of identifying common functionalities that make it possible to establish a logical limit of responsibilities. See the guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/13194/Bounded-contexts-como-Microservicios?anchor=bounded-contexts-como-microservicios"">Bounded contexts as Microservices.</a></p> "
Domain contexts instead of Layered Silos,adopt,techniques,FALSE,"<p>With <b>Domain contexts instead of Layered Silos</b> we seek a different approach when thinking about the organization, an approach that seeks to find and define the different layers by business models rather than defining silos or pre-defined layers. established in the organization. <br>This practice is closely linked to the practice of Event First Domain Driven Design because this practice seeks to solidify the emphasis on events, how to define them , use them, model them, contextualize the implications and differences with a traditional model, leading us to event-oriented systems.<br> You can see below the guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/12436/Event-First-Domain-driven-Design-(DDD)"">Domain contexts instead of Layered Silos</a> </p>"
Message Orientation vs Synchronous Services Orientation,assess,techniques,FALSE,"<p>The comparison <b>Message Orientation vs Synchronous Service Orientation</b> seeks to elucidate the types of interaction that can occur between distributed systems, which is normally governed by two forms of communication: synchronous communications and asynchronous communications. These are represented in practice in two concepts that are very much in use today and almost in opposition: Message-driven services vs. Synchronic services. <br>Taking this into account when designing the application is key, as it will determine the consistency and robustness of our application. For this we are going to review conceptual considerations to take into account, not only in relation to implementation, but especially in the design section.<br> You can see below the guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/13192/Orientación-a-Mensajes-vs-Orientación-a-servicios-síncronos"">Message Orientation vs Synchronous Service Orientation</a> </p>"
Mapping of the DDD Strategic Design from the business architecture (Context Map),adopt,techniques,TRUE,"<p>DDD Strategic Design Mapping from business architecture (Context Map) focuses on understanding and identifying the different bounded contexts and their ubiquitous language, which are related to the problem being modeled and seeks to group and classify them in subdomains: core, support and generic. In addition, it aims to identify the types of relationships between the bounded contexts to understand the dynamics of the domain.<br> You can see below the guidance on: <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnolog%C3%ADa/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnolog%C3%ADa.wiki/12436/Event-First-Domain-driven-Design-(DDD)?anchor=**domain-driven-design-estrat%C3%A9gico**#**domain-driven-design-estrat%C3%A9gico**"">Mapping of the DDD Strategic Design from the business architecture (Context Map).</a> </p>"
Licence compliance,adopt,techniques,TRUE,"<p>The <b>License compliance</b> is of the utmost importance in open source and since Bancolombia has open source projects, it is necessary to clarify the matter. This practice seeks to make it completely clear what can and cannot be done with the open source software provided by us to developers external to Grupo Bancolombia. In addition, it aims to make clear the terms of use of the type of license under which a certain software component released as open source is.</p> You can see the guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/7371/Licencias"">Licence Compliance.</a> "
Evaluation criteria for the use​ of Open source,adopt,techniques,FALSE,"<p><b>The Evaluation Criteria for the use of Open source</b> is a practice that gives important guidelines when considering the use of a library, framework or open source code is the license it has associated. Improperly choosing to use code under a specific license may have legal implications for the organization. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/7371/Licencias"">Evaluation criteria for the use of Open source</a></p> "
NestJs,trial,language-and-frameworks,TRUE,"<p>Is a framework for building efficient, scalable Node.js server-side applications. It uses progressive JavaScript, is built with and fully supports TypeScript (yet still enables developers to code in pure JavaScript) and combines elements of OOP (Object Oriented Programming), FP (Functional Programming), and FRP (Functional Reactive Programming)</p> "
Code Style,adopt,techniques,TRUE,"<p>The practice of <b>Code Style </b> aims to provide a set of conventions that allow unifying the style used for coding, increasing the readability, maintainability and extensibility of the code. The style of the code is related to the appearance of the code, coding with a suitable style increases readability, helps to detect errors and decreases the amount of effort in studying the code when it needs to be refactored. You can see the complete guideline on <a href=""https://dev.azure.com/GrupoBancolombia/Vicepresidencia%20Servicios%20de%20Tecnología/_wiki/wikis/Vicepresidencia%20Servicios%20de%20Tecnología.wiki/7750/Code-Style"">Code Style</a></p> "
Amazon Polly,adopt,platforms,TRUE,"<p> Amazon Polly is a service that converts text into realistic speech, allowing you to create applications that speak and entirely new categories of products with this capability. You can find more information <a href='https://aws.amazon.com/es/polly/'>here�</a></p> "
Amazon EMR,trial,platforms,TRUE,"<p> Amazon EMR is the industry's leading cloud big data platform for processing large volumes of data using open source tools such as Apache Spark, Apache Hive, Apache HBase, Apache Flink, Apache Hudi, and Presto. you can find more information <a href='https://aws.amazon.com/es/emr/?whats-new-cards.sort-by=item.additionalFields.postDateTime&whats-new-cards.sort-order=desc'>here�</a></p> "
Junit,adopt,language-and-frameworks,TRUE,"<p>JUnit is a set of classes that allows the execution of Java classes in a controlled manner, in order to be able to evaluate if the operation of each of the methods of the class behaves as expected.</p>"
Pytest,assess,language-and-frameworks,TRUE,"<p>The <a href=https://docs.pytest.org/en/6.2.x/"">pytest framework</a> makes it easy to write small tests   yet scales to support complex functional testing for applications and libraries.</p>"
ExUnit,assess,language-and-frameworks,TRUE,<p>Unit testing framework for Elixir.</p> 
Karate Framework,assess,language-and-frameworks,TRUE,"<p><a href=https://github.com/intuit/karate"">Karate</a> is the only open-source tool to combine API test-automation mocks  performance-testing and even UI automation into a single  unified framework. The BDD syntax popularized by Cucumber is language-neutral	 and easy for even non-programmers. Assertions and HTML reports are built-in  and you can run tests in parallel for speed.<br>There's also a cross-platform stand-alone executable for teams not comfortable with Java. You don't have to compile code. Just write tests in a simple  readable syntax - carefully designed for HTTP,  JSON,  GraphQL and XML. And you can mix API and UI test-automation within the same test script.</p> "
Playwright,adopt,language-and-frameworks,TRUE,"<p><a href=https://playwright.dev/docs/intro/"">Playwright</a> is a Node.js library to automate Chromium  Firefox and WebKit with a single API. Playwright is built to enable cross-browser web automation that is <strong>ever-green capable reliable</strong> and <strong>fast</strong>.</p> "
Citrus,trial,language-and-frameworks,TRUE,"<p><a href=https://citrusframework.org"">Citrus</a> is a test framework written in Java that is able to create fully automated end-to-end use case tests for enterprise SOA applications. Citrus simulates surrounding interface partners supporting a huge set of different transports and protocols like Http, JMS, TCP/IP, FTP, SOAP, XML and JSON.</p> "
Screenplay Pattern,adopt,techniques,TRUE,"<p>The <a href=https://serenity-js.org/handbook/thinking-in-serenity-js/screenplay-pattern.html"">Screenplay Pattern</a> is a user-centred approach to writing high-quality automated acceptance tests. It steers you towards an effective use of layers of abstraction  helps your tests capture the business vernacular  and encourages good testing and software engineering habits.<br>Instead of focusing on low-level interface-centric interactions you describe your test scenarios in a similar way you'd describe them to a human being - an actor in Screenplay-speak. You write simple	 readable and highly-reusable code that instructs the actors what activities to perform and what things to check. The domain-specific test language you create is used to express screenplays - the activities for the actors to perform in a given test scenario.</p>																				 "
Appium,adopt,language-and-frameworks,TRUE,"<p><a href=""https://appium.io"">Appium</a> is an open source test automation framework for use with native  hybrid and mobile web apps. It drives iOS Android  and Windows apps using the WebDriver protocol.</p>"
Shift Left Security,adopt,techniques,TRUE,<p>Shift left refers to moving security sooner in the development process.</p> 
Amazon ASG (Auto Scaling Group),adopt,tools,TRUE,"<p><a href=""https://docs.aws.amazon.com/autoscaling/ec2/userguide/auto-scaling-groups.html"">Auto Scaling groups</a> An Auto Scaling group contains a collection of EC2 instances that are treated as a logical grouping for the purposes of automatic scaling and management. An Auto Scaling group also lets you use Amazon EC2 Auto Scaling features such as health check replacements and scaling policies. Both maintaining the number of instances in an Auto Scaling group and automatic scaling are the core functionality of the Amazon EC2 Auto Scaling service.</p>"
Amazon  EventBridge,assess,platforms,TRUE,"<p><a href=""https://docs.aws.amazon.com/eventbridge/latest/userguide/eb-what-is.html"">Amazon EventBridge</a> EventBridge is a serverless service that uses events to connect application components together, making it easier for you to build scalable event-driven applications. Use it to route events from sources such as home-grown applications, AWS services, and third- party software to consumer applications across your organization</p>"
Amazon Kinesis (Data Analytics),assess,platforms,TRUE,"<p><a href=""https://docs.aws.amazon.com/es_es/streams/latest/dev/introduction.html"">Amazon Kinesis Data Streams</a> You can use Amazon Kinesis Data Streams to collect and process large streams of data records in real time. You can create data-processing applications, known as Kinesis Data Streams applications. A typical Kinesis Data Streams application reads data from a data stream as data records. These applications can use the Kinesis Client Library, and they can run on Amazon EC2 instances.</p>"
Amazon Route53,adopt,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/Route53/latest/DeveloperGuide/Welcome.html"">Amazon Route 53</a> Amazon Route 53 is a highly available and scalable Domain Name System (DNS) web service. You can use Route 53 to perform three main functions in any combination: domain registration, DNS routing, and health checking. </p>"
Amazon SNS (Simple Notification Service),assess,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/sns/latest/dg/welcome.html"">Amazon SNS</a> is a managed service that provides message delivery from publishers to subscribers (also known as�producers�and�consumers).Publishers communicate asynchronously with subscribers by sending messages to a�topic, which is a logical access point and communication channel. Clients can subscribe to the SNS topic and receive published messages using a supported endpoint type, such as Amazon Kinesis Data Firehose, Amazon SQS, AWS Lambda, HTTP, email, mobile push notifications, and mobile text messages (SMS)..</p>"
Amazon Storage Gateway (S3 File Gateway),assess,platforms,TRUE,<p> Amazon S3 File Gateway provides a seamless way to connect to the cloud in order to store application data files and backup images as durable objects in Amazon S3 cloud storage. Amazon S3 File Gateway offers SMB or NFS-based access to data in Amazon S3 with local caching. It can be used for on-premises data-intensive Amazon EC2-based applications that need file protocol access to S3 object storage.</p>
Amazon Certificate Manager (ACM),assess,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/acm/latest/userguide/acm-overview.html"">Amazon ACM</a> handles the complexity of creating, storing, and renewing public and private SSL/TLS X.509 certificates and keys that protect your AWS websites and applications.</p>"
Amazon Glue,assess,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/glue/latest/ug/what-is-glue-studio.html"">Amazon Glue</a> is a new graphical interface that makes it easy to create, run, and monitor extract, transform, and load (ETL) jobs in AWS Glue. You can visually compose data transformation workflows and seamlessly run them on AWS Glue�s Apache Spark-based serverless ETL engine. You can inspect the schema and data results in each step of the job..</p>"
Amazon DataSync ,assess,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/datasync/latest/userguide/what-is-datasync.html"">Amazon Datasync</a> AWS DataSync is an online data transfer service that simplifies, automates, and accelerates moving data between storage systems and services..</p>"
